"","date","year","quarter","e","u","i","eu","ei","ue","ui","ie","iu","ee","ue_s","eu_s","ei_s","ui_s","ie_s","iu_s"
"1",1995 Q4,1995,4,0.70925742,0.036316812,0.25438294,0.013021708,0.022989135,0.28038171,0.22662881,0.055544689,0.033693518,0.030020837,0.337780313450984,0.0187840921889592,0.0219983121736994,0.297204731820482,0.050254122139502,0.0512944388183038
"2",1996 Q1,1996,1,0.70731533,0.037823353,0.25500321,0.013827506,0.023214515,0.27871943,0.22455099,0.056643955,0.034255154,0.028516322,0.335341309362337,0.0199097754389358,0.0221487281920487,0.294434048322244,0.0514267490293108,0.0519937286523485
"3",1996 Q2,1996,2,0.71037203,0.037058812,0.25249532,0.013368581,0.022602679,0.2707181,0.23447274,0.05742472,0.033637267,0.028732991,0.322465593028713,0.0189543065799045,0.0215309737309827,0.301850812931693,0.0528016055073289,0.0503384150352005
"4",1996 Q3,1996,3,0.71555489,0.035071231,0.24917077,0.012535804,0.023647731,0.2848224,0.22515267,0.058528237,0.034016866,0.029053655,0.344318668153413,0.0181942203869281,0.0228625936669896,0.298572944285991,0.0531842845698791,0.0524278216218068
"5",1996 Q4,1996,4,0.71661001,0.035792943,0.24751145,0.012613841,0.021411015,0.28930041,0.21251765,0.053719785,0.033427343,0.027502801,0.352007813821528,0.0185342190383537,0.0204425671667433,0.285247614989771,0.0478112823170438,0.0517212214834953
"6",1997 Q1,1997,1,0.71534139,0.035771001,0.24927408,0.012721422,0.023258843,0.29648128,0.21633501,0.057716221,0.033322152,0.028805692,0.363149166303939,0.0189426401841003,0.0224084964179542,0.294204026164197,0.0518311843564633,0.052561157721937
"7",1997 Q2,1997,2,0.72049892,0.033200819,0.24607758,0.012733149,0.023548443,0.30143484,0.23181927,0.061322667,0.031178625,0.027960597,0.370122131009795,0.019203642024973,0.0225772501771889,0.315836934849765,0.0561044219593841,0.0499345850943368
"8",1997 Q3,1997,3,0.72197837,0.032338649,0.24545473,0.011651653,0.023655344,0.28355247,0.23057051,0.056900267,0.031871021,0.028862273,0.342116021221692,0.0168580949431709,0.0229479696520588,0.303351760331493,0.0519917596035719,0.0489768060216
"9",1997 Q4,1997,4,0.72323018,0.030594872,0.24583688,0.012265968,0.023569126,0.31171221,0.23651604,0.062161125,0.028253747,0.030217199,0.386536150428368,0.0189549363894485,0.0225731708117121,0.327343588801803,0.0573055079483837,0.0463776277890028
"10",1998 Q1,1998,1,0.72408509,0.031651571,0.24507836,0.0124686,0.022968195,0.30190489,0.23555285,0.059340708,0.030678106,0.027928382,0.370887004037616,0.0188323520163414,0.0219095140451003,0.319773879836658,0.0540349286782649,0.049102697738221
"11",1998 Q2,1998,2,0.72666448,0.02886398,0.24414293,0.011306922,0.023771534,0.32456127,0.22345126,0.061819337,0.028358504,0.028820671,0.408692048962059,0.0179327125656223,0.0230486549656945,0.319620049228727,0.0561515343261125,0.0479877684010882
"12",1998 Q3,1998,3,0.72552514,0.030624695,0.24358736,0.012206044,0.025207767,0.30641648,0.22563134,0.065713696,0.029575825,0.028400034,0.377897194660261,0.0185730757634863,0.0246317840205086,0.312504037517026,0.0611249770305262,0.0481357152114054
"13",1998 Q4,1998,4,0.72762758,0.028500266,0.24341574,0.011743478,0.024745069,0.31930172,0.2451071,0.066272393,0.027388129,0.028171504,0.398451683680274,0.0184343827531818,0.0239042979015319,0.343183928542218,0.0616995870990954,0.0459910137600885
"14",1999 Q1,1999,1,0.72823215,0.029150024,0.24364863,0.011448331,0.024626222,0.32184699,0.23227589,0.062786445,0.029146897,0.0272325,0.403837267976757,0.018020076361064,0.0238903343111947,0.328652082925524,0.0571514437177711,0.0490541649593581
"15",1999 Q2,1999,2,0.72504503,0.028484337,0.24615203,0.011591473,0.024794996,0.31391922,0.23580937,0.068403363,0.027304431,0.028457047,0.389250118003753,0.0179571052947951,0.0242025718409775,0.329720097603533,0.06433555024256,0.0453761181364382
"16",1999 Q3,1999,3,0.7245627,0.028997343,0.24617469,0.011429021,0.026410086,0.32419771,0.21774085,0.06529057,0.02965796,0.029404899,0.408364187192871,0.0180310481858315,0.0260504274475979,0.313127735531011,0.0596278114570707,0.0503088654654116
"17",1999 Q4,1999,4,0.72787482,0.02710662,0.24450861,0.010936187,0.023632534,0.32668227,0.24089801,0.064662561,0.027911037,0.029411823,0.411221123779728,0.0174276877513161,0.0228362598757018,0.342782377352392,0.0592862786684692,0.0476639762969139
"18",2000 Q1,2000,1,0.73166943,0.02722379,0.24232227,0.011126582,0.024676375,0.34704173,0.23258154,0.066462845,0.028173378,0.030235412,0.448217530026201,0.0186518673439601,0.0238852917222191,0.347717707666085,0.0599281143583177,0.0507747903930411
"19",2000 Q2,2000,2,0.72707635,0.026960388,0.24559759,0.010965933,0.024327667,0.32318142,0.24575125,0.063772254,0.02739385,0.030239414,0.405230509999286,0.0173323576578913,0.0235343895350266,0.34558501497315,0.0587013356521274,0.0463478783307194
"20",2000 Q3,2000,3,0.72677267,0.026753621,0.24622869,0.011391212,0.02508123,0.31832108,0.24225335,0.064386278,0.026247796,0.028937399,0.397072723420997,0.0178380066406748,0.0243412742555307,0.338373878830702,0.0600265281388013,0.0439014421152633
"21",2000 Q4,2000,4,0.72818154,0.026059791,0.24519011,0.010248909,0.025828747,0.32459661,0.22535732,0.067522004,0.024751848,0.027910365,0.407668106606372,0.0162284323572839,0.0256299185883023,0.32316312800036,0.0635835999886714,0.0422043357573563
"22",2001 Q1,2001,1,0.73000747,0.028869728,0.24220587,0.012041599,0.026405659,0.32511541,0.22197396,0.070716366,0.028053764,0.029037545,0.409052600614045,0.0191218283301035,0.0260023993997865,0.320733841692733,0.0661048114933236,0.0479478281841004
"23",2001 Q2,2001,2,0.72109932,0.029793773,0.24881047,0.012614931,0.027019873,0.31587076,0.23418401,0.06477762,0.027116144,0.02602054,0.39387278987044,0.0196643962934325,0.02629830599811,0.327292517803954,0.0604142354814307,0.0450402260752927
"24",2001 Q3,2001,3,0.71699756,0.032126483,0.25070044,0.012253595,0.027213631,0.29642609,0.21711548,0.067525789,0.02966053,0.028234109,0.36199686237467,0.0182075035185636,0.0270266064683972,0.29724130813328,0.0636631758082705,0.0473093134935603
"25",2001 Q4,2001,4,0.71370667,0.037981987,0.24832621,0.014325981,0.025429603,0.28260729,0.20656854,0.063732795,0.033279065,0.025237473,0.341341286085997,0.0207753667232338,0.0248284639259263,0.277471985094626,0.0592679242508259,0.0512352925840867
"26",2002 Q1,2002,1,0.71357328,0.039738059,0.24678023,0.014112648,0.025795385,0.2762396,0.20072141,0.061816618,0.03206129,0.025987487,0.33188912226548,0.0202147510128619,0.0253217685991143,0.26705174959857,0.0577761827834486,0.0486523569426055
"27",2002 Q2,2002,2,0.71163064,0.041037228,0.24735564,0.013580753,0.0262859,0.24638191,0.20145504,0.065297708,0.03277621,0.025850702,0.286983879976457,0.0183541576867019,0.0261969087539844,0.256512925448189,0.06276356366586,0.0472196372519378
"28",2002 Q3,2002,3,0.71027452,0.038993865,0.25058115,0.01299486,0.024403403,0.25534397,0.20643882,0.061540831,0.031902697,0.025350884,0.299935689013391,0.0178678674062477,0.0240443254100178,0.264832405360326,0.0583721085193404,0.0465709551836225
"29",2002 Q4,2002,4,0.71046883,0.040533077,0.24914172,0.014040323,0.024934795,0.242265,0.2033345,0.064302377,0.032708805,0.023498723,0.281029041576796,0.0188902049260551,0.024629690430625,0.256979414490881,0.0618286696538625,0.046714616318199
"30",2003 Q1,2003,1,0.70916408,0.040776189,0.25004053,0.013152385,0.024255531,0.23326425,0.21715632,0.060921498,0.03304081,0.024001319,0.268057937702061,0.0173949012822263,0.0238426213590065,0.267746035374565,0.0583850735184337,0.0463563788927476
"31",2003 Q2,2003,2,0.70610988,0.042395983,0.25153977,0.013587206,0.02414526,0.24103798,0.20336089,0.062072676,0.034971684,0.023481458,0.279464881766908,0.0181936392667142,0.0237981987327471,0.256101575506243,0.0589664063300392,0.0497335307398769
"32",2003 Q3,2003,3,0.70427406,0.041254718,0.25435579,0.012843593,0.024394425,0.23704897,0.21165477,0.061943922,0.032535512,0.02362429,0.273375156806251,0.017083746137953,0.0241068987222959,0.263499886171977,0.0594331265329555,0.0460024811413247
"33",2003 Q4,2003,4,0.70555067,0.040719204,0.25392058,0.012954485,0.025992621,0.25175041,0.21012227,0.063692153,0.03352052,0.02268515,0.294554507630699,0.017635358437018,0.0258140918415017,0.26790235343643,0.0606006463740649,0.0487153544455976
"34",2004 Q1,2004,1,0.70554298,0.039532527,0.25493622,0.012055567,0.024779595,0.23530918,0.20972635,0.058215417,0.034200754,0.023545146,0.27147484867795,0.0159116564124029,0.0245812651477122,0.259678300174567,0.0551132172506336,0.0480490093005146
"35",2004 Q2,2004,2,0.7060079,0.037724089,0.256194,0.012156859,0.025083676,0.25697339,0.20795844,0.060354363,0.032056335,0.024978783,0.30239271524973,0.0167065368376287,0.0248622589509956,0.266722799296264,0.0569664582484413,0.0469173141993763
"36",2004 Q3,2004,3,0.70720029,0.036590893,0.25608313,0.013105629,0.025735466,0.27328116,0.22132723,0.061703406,0.031126209,0.0250597,0.326448856941287,0.0186394867180526,0.0252003343911098,0.28917434870735,0.057994178919302,0.0470293350283799
"37",2004 Q4,2004,4,0.70906359,0.03623588,0.25467068,0.011910499,0.025478775,0.26659888,0.21960253,0.06294968,0.031981647,0.024973974,0.315961744815071,0.0166437724257605,0.0252351439152821,0.284588971262508,0.059411885433334,0.0478120410490273
"38",2005 Q1,2005,1,0.70735395,0.035771903,0.25715974,0.011841601,0.025619937,0.25747302,0.2163849,0.058621578,0.029735323,0.025392383,0.303036143374906,0.0163104110715196,0.0253526564114002,0.275609851808504,0.0555563800517118,0.0435210754719704
"39",2005 Q2,2005,2,0.70807117,0.034424033,0.25735763,0.012107308,0.02570053,0.2714214,0.22171283,0.063785516,0.029603228,0.025237922,0.323015074964538,0.0171318579882984,0.0254058929288918,0.289284203645458,0.0606707781793421,0.044712865617677
"40",2005 Q3,2005,3,0.71302986,0.033883747,0.25292012,0.011940161,0.024412256,0.26696688,0.22817284,0.062445674,0.029995963,0.024419937,0.31605484167466,0.0167607822814552,0.0239651160363972,0.294209754769237,0.0592650783031279,0.0448703903795615
"41",2005 Q4,2005,4,0.71335757,0.033021238,0.2534121,0.010828387,0.025510639,0.26751038,0.23709722,0.063174874,0.030761996,0.024819596,0.316447024546572,0.0151201566885618,0.0253006076772101,0.304277502260314,0.0598697976518128,0.0461580392238914
"42",2006 Q1,2006,1,0.71077812,0.032286089,0.257512,0.011635297,0.025732435,0.27820703,0.23805544,0.06241931,0.029469104,0.02504685,0.332954807387682,0.0166637544734233,0.0252836633977003,0.310266003790413,0.0589111503143437,0.0450855846295192
"43",2006 Q2,2006,2,0.71296328,0.031167163,0.2556268,0.011699885,0.026342528,0.28309727,0.24610126,0.065491222,0.028463634,0.024086487,0.33981961191462,0.0169353474778715,0.0258984240143973,0.322525675588237,0.0623394097109775,0.0441252240986766
"44",2006 Q3,2006,3,0.71526492,0.031195669,0.25333861,0.011506427,0.025197634,0.2926563,0.23122133,0.064717539,0.028544769,0.02501904,0.355296038893077,0.0169835312746158,0.0247692339301564,0.310930133196365,0.0609767904804034,0.0450907393459076
"45",2006 Q4,2006,4,0.71848226,0.03016001,0.25101289,0.011292906,0.025277296,0.29192382,0.23550513,0.066845238,0.026750635,0.023652647,0.353502782580582,0.0166666731356917,0.0249105785995321,0.315991763986534,0.0638147411057632,0.0423008658908002
"46",2007 Q1,2007,1,0.71543121,0.030328544,0.25501856,0.01183104,0.027861869,0.30952057,0.23347192,0.066256247,0.028103556,0.02288929,0.382997812233676,0.0180916932012186,0.0274945173817776,0.322977864722284,0.0620642204299405,0.0461194726972414
"47",2007 Q2,2007,2,0.71206248,0.030484734,0.25716695,0.011125406,0.025742669,0.26963624,0.22714967,0.061399933,0.026396208,0.022704685,0.320146894193559,0.0157010692364159,0.0255121108105557,0.293566628168728,0.0588323163285596,0.0396895981441692
"48",2007 Q3,2007,3,0.71087426,0.03160404,0.25736654,0.011367668,0.024905939,0.26916251,0.22377171,0.059070203,0.026793962,0.021758841,0.319824323949844,0.016046696218676,0.0245380394213105,0.289054198166854,0.0562005447038743,0.040142180128357
"49",2007 Q4,2007,4,0.71303546,0.032203007,0.25452721,0.01129185,0.024856785,0.27341661,0.22200675,0.06035649,0.02819347,0.021839041,0.326176360091335,0.0160372070402809,0.024532456261791,0.289524012801206,0.057107881767879,0.0426420364370078
"50",2008 Q1,2008,1,0.71030116,0.033663779,0.25652924,0.012410273,0.025075952,0.27799281,0.21859887,0.059492093,0.028097421,0.021618264,0.333683183952014,0.0178464629705108,0.0245483465234915,0.287579974129605,0.0560413048411215,0.042790318002056
"51",2008 Q2,2008,2,0.70825326,0.035792343,0.25580043,0.012557711,0.023660213,0.25470576,0.22135454,0.057640135,0.030566443,0.020709528,0.29883844096736,0.0172692728680733,0.0230584565838257,0.279975363305289,0.0544005143452446,0.0444360092462007
"52",2008 Q3,2008,3,0.70354712,0.04116644,0.25523239,0.013614015,0.024614355,0.23769984,0.20543934,0.057022143,0.033855971,0.020433772,0.275366200557793,0.0181428278786073,0.0241600597096854,0.255637961084039,0.0538227807301449,0.0476402688279459
"53",2008 Q4,2008,4,0.69613516,0.047175579,0.25714633,0.016252996,0.023828952,0.21686697,0.20569669,0.055404194,0.036479574,0.019904487,0.247010440963361,0.0210255953833205,0.0229820817995484,0.248313990106852,0.0525176760109997,0.0493735639468212
"54",2009 Q1,2009,1,0.68030059,0.057779938,0.2603296,0.018430069,0.024637695,0.18732487,0.18977107,0.054129552,0.038939353,0.01870843,0.208744519711586,0.0228102737815362,0.0238778543982249,0.221985937768117,0.0519928007702054,0.0501647036573383
"55",2009 Q2,2009,2,0.67470294,0.06587135,0.26009774,0.017235843,0.02284018,0.17743845,0.17796065,0.052329533,0.044357136,0.019000916,0.196317015573438,0.0209267016781651,0.0222511928207031,0.20677679539511,0.0496547586090639,0.0561800165830203
"56",2009 Q3,2009,3,0.67195183,0.067553923,0.26066014,0.017359469,0.023399519,0.1726913,0.1834116,0.05253879,0.045043364,0.016976396,0.190183470018109,0.0209203487807922,0.0227961895884967,0.211236685700051,0.0500186063407329,0.056665239008325
"57",2009 Q4,2009,4,0.66184586,0.069956064,0.26981816,0.017219413,0.023890184,0.16435075,0.17790009,0.05079861,0.044321511,0.018108038,0.180033563975641,0.0205024333364223,0.0233907604387248,0.202968988920685,0.0485525476818329,0.055022755208586
"58",2010 Q1,2010,1,0.6624428,0.067763209,0.26721129,0.015987102,0.023697987,0.16827627,0.18338944,0.054301012,0.046299856,0.018534947,0.184303016816807,0.0190591969961911,0.0233416528383902,0.210435560873709,0.0519363633347516,0.0580027039198127
"59",2010 Q2,2010,2,0.66487843,0.068347558,0.26764685,0.015427588,0.023706399,0.16924667,0.19097172,0.050049875,0.047169931,0.01799058,0.185777449889092,0.0183833446897933,0.0232290254909884,0.217537418791464,0.0471874177959678,0.0589420827663434
"60",2010 Q3,2010,3,0.66509181,0.066311993,0.26883116,0.016517056,0.02462399,0.17251399,0.19800647,0.052553013,0.045896377,0.018557549,0.189603951921138,0.0198304411777006,0.0240463705015658,0.226089079381161,0.0499649867561417,0.0577587590246361
"61",2010 Q4,2010,4,0.6627571,0.066501886,0.27222013,0.016378071,0.024964953,0.17089663,0.18925411,0.052486222,0.044548877,0.017867167,0.187793861604282,0.0196213772609227,0.024529658609372,0.216611205507589,0.0501100698421727,0.0559456050873764
"62",2011 Q1,2011,1,0.6650759,0.061914366,0.27086213,0.014583695,0.024366144,0.16519877,0.20298098,0.051965952,0.043924488,0.017739095,0.180056127427546,0.0172735653462976,0.0239750633608118,0.228907314268117,0.0497895995990363,0.0547763246074455
"63",2011 Q2,2011,2,0.66306597,0.062352639,0.27527997,0.01528667,0.025018217,0.17482147,0.20116927,0.052481379,0.044909798,0.019065183,0.192344858474804,0.0183604791529064,0.0245807191562274,0.229858740935133,0.0498853591177267,0.0567612767843586
"64",2011 Q3,2011,3,0.65938359,0.063444331,0.27748582,0.015322478,0.024509,0.1656169,0.21105598,0.051824294,0.044725738,0.017933972,0.180484347531933,0.0181863449919812,0.0239453430559949,0.237071652997223,0.0495649956848496,0.0557742899940284
"65",2011 Q4,2011,4,0.66371346,0.060301598,0.27718589,0.014616086,0.02506884,0.17917834,0.19886018,0.051043924,0.040900514,0.018575534,0.19800048242886,0.0176937833628782,0.0246821538437411,0.228285299406722,0.0486175344694065,0.0520284091048994
"66",2012 Q1,2012,1,0.66427928,0.0553446,0.27867877,0.013873599,0.024228668,0.18913557,0.21065849,0.050765138,0.042193089,0.019794893,0.210427657550029,0.0170042137812959,0.0237256612708459,0.243324024045959,0.0477276755802044,0.0544674996103117
"67",2012 Q2,2012,2,0.6640082,0.055821676,0.28063241,0.013431605,0.024731958,0.17450474,0.21111047,0.050382495,0.041379385,0.018205324,0.191648468158984,0.0160945750887496,0.0243629583298959,0.23920226417194,0.047993730412631,0.0522936892044359
"68",2012 Q3,2012,3,0.66488236,0.05559567,0.27971172,0.014184089,0.025060894,0.18067974,0.22055253,0.052195318,0.040391199,0.018708676,0.199131355153301,0.0172017545339461,0.0245401104128612,0.250918982905713,0.0498770570636987,0.0515972240919889
"69",2012 Q4,2012,4,0.66630495,0.054174744,0.28042406,0.013760953,0.024143128,0.17757767,0.22370094,0.050738957,0.042767745,0.019258382,0.195192184605686,0.0165754945160544,0.0235709707728149,0.252852604191511,0.0481013521213558,0.0542890173567464
"70",2013 Q1,2013,1,0.66324288,0.051206175,0.28411034,0.013217277,0.026771531,0.18873411,0.22064194,0.05005686,0.037791926,0.019467859,0.209833478073102,0.016180546141029,0.026412803348034,0.252716616455505,0.0476085305137139,0.0488185316757913
"71",2013 Q2,2013,2,0.66584784,0.051328484,0.28313872,0.013491062,0.025332216,0.1910791,0.20332342,0.052369568,0.037220333,0.019012988,0.212904452486388,0.0166179456407854,0.0250520024902898,0.236544564050953,0.0500558321285736,0.0483373997171838
"72",2013 Q3,2013,3,0.66706204,0.049768049,0.28335622,0.013110382,0.025421208,0.19340688,0.21663387,0.051796976,0.036694515,0.018322319,0.215609529951252,0.0161975400756198,0.0250499160939626,0.250722001462568,0.049425443420561,0.0478281280698746
"73",2013 Q4,2013,4,0.66414559,0.047348898,0.28914678,0.012502328,0.025460945,0.19290605,0.22357239,0.050087459,0.035633244,0.018976638,0.214909885042126,0.0154229227796445,0.0250730432295453,0.257073402266227,0.0477292850859903,0.0463711098507416
"74",2014 Q1,2014,1,0.66743082,0.044058889,0.28764489,0.012680612,0.026909379,0.21281916,0.22780307,0.053309418,0.034826521,0.020413853,0.240987529537895,0.0161273287360664,0.0265617307773292,0.268874415795074,0.0506540283125897,0.0469013929433008
"75",2014 Q2,2014,2,0.67358345,0.041345377,0.28518718,0.011948603,0.024523225,0.21890645,0.23760299,0.052258015,0.032017097,0.019490426,0.2486618078709,0.0153988556612112,0.0239759573209408,0.28100256414596,0.0496651447138334,0.043556574677279
"76",2014 Q3,2014,3,0.67051858,0.041686356,0.28796861,0.012560924,0.025304874,0.21712287,0.22933678,0.050788738,0.032029841,0.020382477,0.246857312364027,0.0161593559407681,0.0247540135912931,0.271401698491121,0.0481688420970704,0.0433576245600017
"77",2014 Q4,2014,4,0.67259037,0.038181327,0.28942859,0.011648861,0.027180178,0.23377483,0.23790747,0.053970709,0.031104924,0.020604286,0.269255837588217,0.0153399567836553,0.026846305796712,0.287256712821111,0.0511977536432573,0.0434703990655237
"78",2015 Q1,2015,1,0.67444867,0.036800381,0.28848323,0.011439695,0.028753618,0.21991894,0.25161415,0.059156593,0.030685833,0.02117965,0.248950676226318,0.0146942606640056,0.0286706393568676,0.297020694461862,0.0574540408155158,0.0421442290716756
"79",2015 Q2,2015,2,0.6770249,0.036124781,0.28681469,0.011754557,0.028209304,0.23912044,0.23864953,0.056083832,0.030445203,0.019972498,0.27659483567292,0.0156220807991581,0.0279594991911303,0.29068530956933,0.0534473726118341,0.0430337017391978
"80",2015 Q3,2015,3,0.6725049,0.03504153,0.29260677,0.011529937,0.027610075,0.23913752,0.24669124,0.056108065,0.028586231,0.02078281,0.276182290187229,0.0153607928686482,0.0272769827871987,0.299035983747634,0.0538012409166324,0.0404319866325953
"81",2015 Q4,2015,4,0.67510474,0.034110971,0.29081282,0.011473288,0.027926465,0.24537896,0.23141629,0.057279903,0.027552342,0.022304619,0.285370103317402,0.0154598708414507,0.0277679543400911,0.285948911273055,0.0550499864777498,0.0394378754390821
"82",2016 Q1,2016,1,0.68075198,0.032471016,0.28692019,0.010208267,0.028141262,0.22658284,0.24714239,0.060360242,0.027101478,0.020670105,0.257685653972698,0.0132610243322177,0.0282671843708838,0.295431911461552,0.0590802358964252,0.0377379813944561
"83",2016 Q2,2016,2,0.67939156,0.032416165,0.28805941,0.011649559,0.027501069,0.24509835,0.24298462,0.053056568,0.025999108,0.02054137,0.285184876491012,0.0157443355245415,0.0270436075506991,0.296710413734662,0.0507758383838331,0.0370470541601006
"84",2016 Q3,2016,3,0.67867267,0.033172026,0.28828892,0.01110138,0.026394019,0.24245036,0.22343776,0.053885538,0.025777031,0.020807235,0.281567156184793,0.0149189790187488,0.026169072727771,0.2754027103038,0.0517406283689089,0.036596702811533
"85",2016 Q4,2016,4,0.67916214,0.031800829,0.28892949,0.010829634,0.027705368,0.24861448,0.24795374,0.05617775,0.026396604,0.020926647,0.289508160829854,0.014671683805361,0.0274480220836812,0.304342533750876,0.0539520590968877,0.0380010399006705
"86",2017 Q1,2017,1,0.68373138,0.030763969,0.28577614,0.011009124,0.027849616,0.2713677,0.21808377,0.060573187,0.023832439,0.021350697,0.323382936952679,0.0156068209994771,0.0278513372477991,0.283517774277999,0.0585018253645839,0.0359208163651163
"87",2017 Q2,2017,2,0.68552774,0.028668409,0.28556654,0.0103027,0.027684648,0.26062751,0.23652039,0.055503104,0.023142109,0.02046473,0.307281388989092,0.0143008394446263,0.0275343722683389,0.297280987791531,0.053469610421084,0.0340459722697419
"88",2017 Q3,2017,3,0.68601495,0.02972617,0.28432918,0.01081529,0.027019419,0.26931202,0.23191679,0.058403753,0.024574842,0.0202181,0.320014261608649,0.0152608030335821,0.0268119691859657,0.297400707490097,0.0560179024315342,0.0368344230680531
"89",2017 Q4,2017,4,0.68483621,0.02732843,0.28750718,0.0099012544,0.029206371,0.26832902,0.24036171,0.057019971,0.023479799,0.019819273,0.318594442176349,0.0138926390230134,0.0292216519195344,0.305206230651275,0.0548275367492933,0.0351232149531858
"90",2018 Q1,2018,1,0.6896081,0.026245069,0.28482604,0.0098063843,0.028223457,0.28319156,0.24850881,0.059540465,0.021906711,0.020591475,0.340408079746893,0.0142070083336856,0.0281097192860303,0.322363608257905,0.0574216144616373,0.0338336416330433
"91",2018 Q2,2018,2,0.69169211,0.025723083,0.28219095,0.0090309167,0.027669188,0.26319054,0.2430692,0.056180086,0.021990655,0.018982511,0.310476932246499,0.0125509486745073,0.0277120068656599,0.305563200407266,0.054333507031879,0.0325840046712296
"92",2018 Q3,2018,3,0.68954623,0.02535956,0.28511089,0.0093259495,0.028048629,0.27984798,0.24819995,0.060135763,0.020812895,0.019241042,0.33494684000627,0.0134203869635907,0.0280562139384147,0.32043508004711,0.0584213186243925,0.0319636012889096
"93",2018 Q4,2018,4,0.69378316,0.025032856,0.28073487,0.0089177871,0.028732037,0.27359968,0.24595858,0.059752125,0.022533329,0.019641008,0.325629974684698,0.0126047204939053,0.028919620212675,0.314675329293438,0.0578005786758253,0.0341934868855484
