date,year,quarter,duration,ue
2015q1,2015,1,7,.15706949
2015q2,2015,2,7,.17754284
2015q3,2015,3,7,.17233881
2015q4,2015,4,7,.14441925
2016q1,2016,1,7,.13185284
2016q2,2016,2,7,.22992073
2016q3,2016,3,7,.16493019
2016q4,2016,4,7,.12159747
2017q1,2017,1,7,.17794695
2017q2,2017,2,7,.17785746
2017q3,2017,3,7,.063271984
2017q4,2017,4,7,.10522429
2018q1,2018,1,7,.24691552
2018q2,2018,2,7,.12991159
2018q3,2018,3,7,.08644826
2018q4,2018,4,7,.272259
1995q4,1995,4,8,.2647872
1996q1,1996,1,8,.1206793
1996q2,1996,2,8,.15057006
1996q3,1996,3,8,.21441463
1996q4,1996,4,8,.23782973
1997q1,1997,1,8,.24569842
1997q2,1997,2,8,.27677733
1997q3,1997,3,8,.18521884
1997q4,1997,4,8,.25470939
1998q1,1998,1,8,.19818722
1998q2,1998,2,8,.15539667
1998q3,1998,3,8,.14165781
1998q4,1998,4,8,.2218412
1999q1,1999,1,8,.17738076
1999q2,1999,2,8,.20757288
1999q3,1999,3,8,.24606025
1999q4,1999,4,8,.086453922
2000q1,2000,1,8,.2322423
2000q2,2000,2,8,.22742112
2000q3,2000,3,8,.232704
2000q4,2000,4,8,.17734095
2001q1,2001,1,8,.20951807
2001q2,2001,2,8,.21572897
2001q3,2001,3,8,.16004966
2001q4,2001,4,8,.23102839
2002q1,2002,1,8,.24876368
2002q2,2002,2,8,.16898666
2002q3,2002,3,8,.21456413
2002q4,2002,4,8,.17982163
2003q1,2003,1,8,.16169226
2003q2,2003,2,8,.092509955
2003q3,2003,3,8,.13754077
2003q4,2003,4,8,.2150512
2004q1,2004,1,8,.21508983
2004q2,2004,2,8,.1902577
2004q3,2004,3,8,.20667326
2004q4,2004,4,8,.15185544
2005q1,2005,1,8,.2065966
2005q2,2005,2,8,.405251
2005q3,2005,3,8,.28535637
2005q4,2005,4,8,.18545295
2006q1,2006,1,8,.21258049
2006q2,2006,2,8,.20666519
2006q3,2006,3,8,.1816566
2006q4,2006,4,8,.21688992
2007q1,2007,1,8,.20557387
2007q2,2007,2,8,.17184311
2007q3,2007,3,8,.16194749
2007q4,2007,4,8,.17238581
2008q1,2008,1,8,.2133493
2008q2,2008,2,8,.27218342
2008q3,2008,3,8,.15219687
2008q4,2008,4,8,.12386399
2009q1,2009,1,8,.097935304
2009q2,2009,2,8,.10591595
2009q3,2009,3,8,.125835
2009q4,2009,4,8,.10809103
2010q1,2010,1,8,.10994039
2010q2,2010,2,8,.17199774
2010q3,2010,3,8,.15909776
2010q4,2010,4,8,.12211814
2011q1,2011,1,8,.14594358
2011q2,2011,2,8,.1134748
2011q3,2011,3,8,.12619933
2011q4,2011,4,8,.16468613
2012q1,2012,1,8,.16031
2012q2,2012,2,8,.14012608
2012q3,2012,3,8,.10419266
2012q4,2012,4,8,.14368901
2013q1,2013,1,8,.13180445
2013q2,2013,2,8,.18402693
2013q3,2013,3,8,.18548393
2013q4,2013,4,8,.20373373
2014q1,2014,1,8,.12528086
2014q2,2014,2,8,.12858608
2014q3,2014,3,8,.15415823
2014q4,2014,4,8,.20596433
2015q1,2015,1,8,.19072852
2015q2,2015,2,8,.15099978
2015q3,2015,3,8,.14425626
2015q4,2015,4,8,.15730986
2016q1,2016,1,8,.13777985
2016q2,2016,2,8,.20089841
2016q3,2016,3,8,.22262166
2016q4,2016,4,8,.13745598
2017q1,2017,1,8,.17954937
2017q2,2017,2,8,.13250928
2017q3,2017,3,8,.26716706
2017q4,2017,4,8,.15344323
2018q1,2018,1,8,.28733665
2018q2,2018,2,8,.14585291
2018q3,2018,3,8,.1519118
2018q4,2018,4,8,.20634662
1995q4,1995,4,9,.091374315
1996q1,1996,1,9,.17387807
1996q2,1996,2,9,.21201444
1996q3,1996,3,9,.21726933
1996q4,1996,4,9,.19272465
1997q1,1997,1,9,.16927862
1997q2,1997,2,9,.20659748
1997q3,1997,3,9,.17454217
1997q4,1997,4,9,.13237011
1998q1,1998,1,9,.25026518
1998q2,1998,2,9,.25398445
1998q3,1998,3,9,.23966087
1998q4,1998,4,9,.21511602
1999q1,1999,1,9,.12612195
1999q2,1999,2,9,.3118386
1999q3,1999,3,9,.1841284
1999q4,1999,4,9,.049415912
2000q1,2000,1,9,.30759716
2000q2,2000,2,9,.27684644
2000q3,2000,3,9,.28501874
2000q4,2000,4,9,.24629931
2001q1,2001,1,9,.16460955
2001q2,2001,2,9,.17484082
2001q3,2001,3,9,.22048181
2001q4,2001,4,9,.15949017
2002q1,2002,1,9,.19687583
2002q2,2002,2,9,.18238491
2002q3,2002,3,9,.12411589
2002q4,2002,4,9,.17818239
2003q1,2003,1,9,.16736461
2003q2,2003,2,9,.17941599
2003q3,2003,3,9,.1442806
2003q4,2003,4,9,.17563677
2004q1,2004,1,9,.17877649
2004q2,2004,2,9,.16667403
2004q3,2004,3,9,.15180643
2004q4,2004,4,9,.19435284
2005q1,2005,1,9,.13459185
2005q2,2005,2,9,.2113764
2005q3,2005,3,9,.11075274
2005q4,2005,4,9,.2286697
2006q1,2006,1,9,.18937226
2006q2,2006,2,9,.16191545
2006q3,2006,3,9,.24461508
2006q4,2006,4,9,.21040271
2007q1,2007,1,9,.18072827
2007q2,2007,2,9,.23020792
2007q3,2007,3,9,.1687112
2007q4,2007,4,9,.21860202
2008q1,2008,1,9,.20645586
2008q2,2008,2,9,.11948261
2008q3,2008,3,9,.17128146
2008q4,2008,4,9,.17891656
2009q1,2009,1,9,.088111684
2009q2,2009,2,9,.11005831
2009q3,2009,3,9,.097122699
2009q4,2009,4,9,.099780291
2010q1,2010,1,9,.1037358
2010q2,2010,2,9,.1187275
2010q3,2010,3,9,.13834371
2010q4,2010,4,9,.15026468
2011q1,2011,1,9,.11476055
2011q2,2011,2,9,.11813907
2011q3,2011,3,9,.11377775
2011q4,2011,4,9,.13175772
2012q1,2012,1,9,.11995603
2012q2,2012,2,9,.12053408
2012q3,2012,3,9,.12272455
2012q4,2012,4,9,.15253279
2013q1,2013,1,9,.11417985
2013q2,2013,2,9,.14815998
2013q3,2013,3,9,.15752728
2013q4,2013,4,9,.17566824
2014q1,2014,1,9,.16256654
2014q2,2014,2,9,.093799435
2014q3,2014,3,9,.17145474
2014q4,2014,4,9,.15636182
2015q1,2015,1,9,.14984818
2015q2,2015,2,9,.14757061
2015q3,2015,3,9,.14953177
2015q4,2015,4,9,.16880217
2016q1,2016,1,9,.25304779
2016q2,2016,2,9,.10981041
2016q3,2016,3,9,.18705125
2016q4,2016,4,9,.1906637
2017q1,2017,1,9,.22025765
2017q2,2017,2,9,.16831699
2017q3,2017,3,9,.16662535
2017q4,2017,4,9,.22894667
2018q1,2018,1,9,.16770643
2018q2,2018,2,9,.14462236
2018q3,2018,3,9,.19066805
2018q4,2018,4,9,.10755188
1995q4,1995,4,10,.2240245
1996q1,1996,1,10,.037235413
1996q2,1996,2,10,.23882972
1996q3,1996,3,10,.23808447
1996q4,1996,4,10,.06676849
1997q1,1997,1,10,.047565524
1997q2,1997,2,10,.2669481
1997q3,1997,3,10,.33391213
1997q4,1997,4,10,.1004172
1998q1,1998,1,10,.056665689
1998q2,1998,2,10,.14223874
1998q3,1998,3,10,0
1998q4,1998,4,10,0
1999q1,1999,1,10,.25219798
1999q2,1999,2,10,.12672745
1999q3,1999,3,10,.3173525
1999q4,1999,4,10,.07818877
2000q1,2000,1,10,.39203936
2000q2,2000,2,10,0
2000q3,2000,3,10,0
2000q4,2000,4,10,.42411312
2001q1,2001,1,10,0
2001q2,2001,2,10,.022981999
2001q3,2001,3,10,.19371299
2001q4,2001,4,10,.074837856
2002q1,2002,1,10,.16856839
2002q2,2002,2,10,.17645921
2002q3,2002,3,10,.17585579
2002q4,2002,4,10,.11861144
2003q1,2003,1,10,.11535838
2003q2,2003,2,10,.098766737
2003q3,2003,3,10,.1190648
2003q4,2003,4,10,.10992356
2004q1,2004,1,10,.2146827
2004q2,2004,2,10,.13564733
2004q3,2004,3,10,.15352884
2004q4,2004,4,10,.043796804
2005q1,2005,1,10,.069886893
2005q2,2005,2,10,.034546465
2005q3,2005,3,10,.28543678
2005q4,2005,4,10,.21685363
2006q1,2006,1,10,.18898572
2006q2,2006,2,10,.29449695
2006q3,2006,3,10,.053621672
2006q4,2006,4,10,.15380567
2007q1,2007,1,10,.056465778
2007q2,2007,2,10,.25196728
2007q3,2007,3,10,.20150533
2007q4,2007,4,10,.07807038
2008q1,2008,1,10,.12853074
2008q2,2008,2,10,.054444768
2008q3,2008,3,10,.042821679
2008q4,2008,4,10,.034977425
2009q1,2009,1,10,.11142099
2009q2,2009,2,10,.10162585
2009q3,2009,3,10,.084918648
2009q4,2009,4,10,.14697419
2010q1,2010,1,10,.081159294
2010q2,2010,2,10,.11683755
2010q3,2010,3,10,.05479015
2010q4,2010,4,10,.094652094
2011q1,2011,1,10,.12467082
2011q2,2011,2,10,.098554499
2011q3,2011,3,10,.060235906
2011q4,2011,4,10,.10692696
2012q1,2012,1,10,.063980788
2012q2,2012,2,10,.14170194
2012q3,2012,3,10,.11612195
2012q4,2012,4,10,.080371521
2013q1,2013,1,10,.18669137
2013q2,2013,2,10,.090017058
2013q3,2013,3,10,.093245827
2013q4,2013,4,10,.096463852
2014q1,2014,1,10,.16471654
2014q2,2014,2,10,.18041775
2014q3,2014,3,10,.095444798
2014q4,2014,4,10,.22774024
2015q1,2015,1,10,.021668313
2015q2,2015,2,10,.19953321
2015q3,2015,3,10,.26036114
2015q4,2015,4,10,.1196074
2016q1,2016,1,10,.058591533
2016q2,2016,2,10,.048908785
2016q3,2016,3,10,.093915515
2016q4,2016,4,10,.12146634
2017q1,2017,1,10,.19859044
2017q2,2017,2,10,.11116751
2017q3,2017,3,10,.11657664
2017q4,2017,4,10,.124367
2018q1,2018,1,10,.11003865
2018q2,2018,2,10,.0094783306
2018q3,2018,3,10,.14151445
2018q4,2018,4,10,.36129642
1995q4,1995,4,11,.30806389
1996q1,1996,1,11,.44787818
1996q2,1996,2,11,.252341
1996q3,1996,3,11,.23510812
1996q4,1996,4,11,.1781847
1997q1,1997,1,11,.23296696
1997q2,1997,2,11,.28012219
1997q3,1997,3,11,.17729977
1997q4,1997,4,11,.029343611
1998q1,1998,1,11,.12704919
1998q2,1998,2,11,.14136076
1998q3,1998,3,11,.14483118
1998q4,1998,4,11,.32119402
1999q1,1999,1,11,.19727707
1999q2,1999,2,11,.29976419
1999q3,1999,3,11,.24726202
1999q4,1999,4,11,0
2000q1,2000,1,11,.27988595
2000q2,2000,2,11,.076879755
2000q3,2000,3,11,.21367872
2000q4,2000,4,11,.097715013
2001q1,2001,1,11,.077728733
2001q2,2001,2,11,.3968389
2001q3,2001,3,11,.43309602
2001q4,2001,4,11,.29482523
2002q1,2002,1,11,.19730099
2002q2,2002,2,11,.11142541
2002q3,2002,3,11,.16367149
2002q4,2002,4,11,.23550834
2003q1,2003,1,11,.17095487
2003q2,2003,2,11,.11846767
2003q3,2003,3,11,.21731976
2003q4,2003,4,11,.14607698
2004q1,2004,1,11,.11786687
2004q2,2004,2,11,.12051708
2004q3,2004,3,11,.25525379
2004q4,2004,4,11,.12154263
2005q1,2005,1,11,.026190303
2005q2,2005,2,11,.33738852
2005q3,2005,3,11,.15285747
2005q4,2005,4,11,.18250453
2006q1,2006,1,11,.20609514
2006q2,2006,2,11,.12763073
2006q3,2006,3,11,.19099006
2006q4,2006,4,11,.26330751
2007q1,2007,1,11,.15524276
2007q2,2007,2,11,.095729984
2007q3,2007,3,11,.064170837
2007q4,2007,4,11,.30224565
2008q1,2008,1,11,.17082541
2008q2,2008,2,11,.20196103
2008q3,2008,3,11,.044232748
2008q4,2008,4,11,.090077512
2009q1,2009,1,11,.086986139
2009q2,2009,2,11,.1134294
2009q3,2009,3,11,.13343412
2009q4,2009,4,11,.16488567
2010q1,2010,1,11,.089384645
2010q2,2010,2,11,.10076739
2010q3,2010,3,11,.088426143
2010q4,2010,4,11,.14279786
2011q1,2011,1,11,.13441189
2011q2,2011,2,11,.15003575
2011q3,2011,3,11,.093411617
2011q4,2011,4,11,.13386673
2012q1,2012,1,11,.17426622
2012q2,2012,2,11,.11154862
2012q3,2012,3,11,.12018935
2012q4,2012,4,11,.20467202
2013q1,2013,1,11,.11534183
2013q2,2013,2,11,.14932507
2013q3,2013,3,11,.11312684
2013q4,2013,4,11,.086208723
2014q1,2014,1,11,.13979377
2014q2,2014,2,11,.15641728
2014q3,2014,3,11,.070027642
2014q4,2014,4,11,.082761109
2015q1,2015,1,11,.077424958
2015q2,2015,2,11,.1159121
2015q3,2015,3,11,.15045398
2015q4,2015,4,11,.17273825
2016q1,2016,1,11,.10501765
2016q2,2016,2,11,.086826757
2016q3,2016,3,11,.14489082
2016q4,2016,4,11,.18022497
2017q1,2017,1,11,.35320997
2017q2,2017,2,11,.073618822
2017q3,2017,3,11,.15641005
2017q4,2017,4,11,.024121635
2018q1,2018,1,11,.18391418
2018q2,2018,2,11,.15002255
2018q3,2018,3,11,.26509494
2018q4,2018,4,11,.3250064
1995q4,1995,4,12,.15147474
1996q1,1996,1,12,.16265181
1996q2,1996,2,12,.10100833
1996q3,1996,3,12,.10794974
1996q4,1996,4,12,.16079187
1997q1,1997,1,12,.16550027
1997q2,1997,2,12,.117161
1997q3,1997,3,12,.10223437
1997q4,1997,4,12,.16375604
1998q1,1998,1,12,.1327689
1998q2,1998,2,12,.21644808
1998q3,1998,3,12,.14580446
1998q4,1998,4,12,.19180043
1999q1,1999,1,12,.1470222
1999q2,1999,2,12,.16538632
1999q3,1999,3,12,.16194704
1999q4,1999,4,12,.13750024
2000q1,2000,1,12,.16346332
2000q2,2000,2,12,.20948964
2000q3,2000,3,12,.20586051
2000q4,2000,4,12,.17442837
2001q1,2001,1,12,.1475299
2001q2,2001,2,12,.10216272
2001q3,2001,3,12,.18739188
2001q4,2001,4,12,.10190419
2002q1,2002,1,12,.18096718
2002q2,2002,2,12,.17668219
2002q3,2002,3,12,.14625759
2002q4,2002,4,12,.13727362
2003q1,2003,1,12,.14093095
2003q2,2003,2,12,.13796936
2003q3,2003,3,12,.1445114
2003q4,2003,4,12,.16670275
2004q1,2004,1,12,.12657949
2004q2,2004,2,12,.17319497
2004q3,2004,3,12,.20511048
2004q4,2004,4,12,.12948495
2005q1,2005,1,12,.1862302
2005q2,2005,2,12,.15958939
2005q3,2005,3,12,.13369988
2005q4,2005,4,12,.13969229
2006q1,2006,1,12,.14782485
2006q2,2006,2,12,.14109087
2006q3,2006,3,12,.18891934
2006q4,2006,4,12,.15900245
2007q1,2007,1,12,.1745517
2007q2,2007,2,12,.13517195
2007q3,2007,3,12,.13564099
2007q4,2007,4,12,.1718339
2008q1,2008,1,12,.16316476
2008q2,2008,2,12,.11248828
2008q3,2008,3,12,.10721821
2008q4,2008,4,12,.12041397
2009q1,2009,1,12,.084548071
2009q2,2009,2,12,.12903114
2009q3,2009,3,12,.093804792
2009q4,2009,4,12,.098289855
2010q1,2010,1,12,.098896168
2010q2,2010,2,12,.11462851
2010q3,2010,3,12,.13399605
2010q4,2010,4,12,.10421811
2011q1,2011,1,12,.099316835
2011q2,2011,2,12,.13693678
2011q3,2011,3,12,.12254798
2011q4,2011,4,12,.13919176
2012q1,2012,1,12,.12901685
2012q2,2012,2,12,.10878596
2012q3,2012,3,12,.10301879
2012q4,2012,4,12,.12125764
2013q1,2013,1,12,.13684577
2013q2,2013,2,12,.11726998
2013q3,2013,3,12,.13990737
2013q4,2013,4,12,.08731389
2014q1,2014,1,12,.12548687
2014q2,2014,2,12,.12816921
2014q3,2014,3,12,.1357138
2014q4,2014,4,12,.13811564
2015q1,2015,1,12,.10350805
2015q2,2015,2,12,.16109487
2015q3,2015,3,12,.15583831
2015q4,2015,4,12,.12602307
2016q1,2016,1,12,.14648165
2016q2,2016,2,12,.17300433
2016q3,2016,3,12,.15578078
2016q4,2016,4,12,.18771696
2017q1,2017,1,12,.16423199
2017q2,2017,2,12,.1095252
2017q3,2017,3,12,.12721032
2017q4,2017,4,12,.19618051
2018q1,2018,1,12,.18366456
2018q2,2018,2,12,.18055642
2018q3,2018,3,12,.15506612
2018q4,2018,4,12,.17234619
1995q4,1995,4,13,.014383938
1996q1,1996,1,13,.037751839
1996q2,1996,2,13,.056230742
1996q3,1996,3,13,.097652473
1996q4,1996,4,13,.045174494
1997q1,1997,1,13,.13039324
1997q2,1997,2,13,.17531131
1997q3,1997,3,13,.058248922
1997q4,1997,4,13,.079359524
1998q1,1998,1,13,.50300586
1998q2,1998,2,13,.065426514
1998q3,1998,3,13,.18558803
1998q4,1998,4,13,.11900225
1999q1,1999,1,13,.18551612
1999q2,1999,2,13,.23824203
1999q3,1999,3,13,.088392496
1999q4,1999,4,13,0
2000q1,2000,1,13,.32048205
2000q2,2000,2,13,.16385156
2000q3,2000,3,13,.49810135
2000q4,2000,4,13,.33841258
2001q1,2001,1,13,.095232047
2001q2,2001,2,13,.10888565
2001q3,2001,3,13,.00472548
2001q4,2001,4,13,.37384978
2002q1,2002,1,13,.090124451
2002q2,2002,2,13,.18174462
2002q3,2002,3,13,.10829774
2002q4,2002,4,13,.15166439
2003q1,2003,1,13,.15297054
2003q2,2003,2,13,.16996536
2003q3,2003,3,13,.17872955
2003q4,2003,4,13,.1078274
2004q1,2004,1,13,.062957205
2004q2,2004,2,13,.18011622
2004q3,2004,3,13,.091918647
2004q4,2004,4,13,.11735027
2005q1,2005,1,13,.047872309
2005q2,2005,2,13,.096292883
2005q3,2005,3,13,.14382906
2005q4,2005,4,13,.11044397
2006q1,2006,1,13,.068965755
2006q2,2006,2,13,.22318649
2006q3,2006,3,13,.091060191
2006q4,2006,4,13,.17235717
2007q1,2007,1,13,.3135452
2007q2,2007,2,13,.071283281
2007q3,2007,3,13,.15579872
2007q4,2007,4,13,.098460615
2008q1,2008,1,13,.13060746
2008q2,2008,2,13,.17607304
2008q3,2008,3,13,.20147286
2008q4,2008,4,13,.15849437
2009q1,2009,1,13,.054966133
2009q2,2009,2,13,.1480414
2009q3,2009,3,13,.10294422
2009q4,2009,4,13,.14052708
2010q1,2010,1,13,.064249143
2010q2,2010,2,13,.11544747
2010q3,2010,3,13,.10451108
2010q4,2010,4,13,.11486234
2011q1,2011,1,13,.066299595
2011q2,2011,2,13,.092462137
2011q3,2011,3,13,.047320332
2011q4,2011,4,13,.13739319
2012q1,2012,1,13,.11081595
2012q2,2012,2,13,.039816625
2012q3,2012,3,13,.075499445
2012q4,2012,4,13,.058810547
2013q1,2013,1,13,.093592219
2013q2,2013,2,13,.098056741
2013q3,2013,3,13,.17091414
2013q4,2013,4,13,.18007393
2014q1,2014,1,13,.18071495
2014q2,2014,2,13,.094073042
2014q3,2014,3,13,.11197432
2014q4,2014,4,13,.068628512
2015q1,2015,1,13,.039959405
2015q2,2015,2,13,.032991603
2015q3,2015,3,13,.07890027
2015q4,2015,4,13,.042104475
2016q1,2016,1,13,.069428205
2016q2,2016,2,13,.080645412
2016q3,2016,3,13,.03199444
2016q4,2016,4,13,.11135005
2017q1,2017,1,13,.23501945
2017q2,2017,2,13,.11430429
2017q3,2017,3,13,.19633001
2017q4,2017,4,13,.24003008
2018q1,2018,1,13,.067663252
2018q2,2018,2,13,.10899941
2018q3,2018,3,13,.19929603
2018q4,2018,4,13,.1380517
1995q4,1995,4,14,.083708659
1996q1,1996,1,14,.14378782
1996q2,1996,2,14,.074639022
1996q3,1996,3,14,.082389347
1996q4,1996,4,14,.07830032
1997q1,1997,1,14,0
1997q2,1997,2,14,.042981092
1997q3,1997,3,14,.38651624
1997q4,1997,4,14,.19167756
1998q1,1998,1,14,.036893513
1998q2,1998,2,14,.26627958
1998q3,1998,3,14,.13165677
1998q4,1998,4,14,.22253264
1999q1,1999,1,14,.24664035
1999q2,1999,2,14,0
1999q3,1999,3,14,0
1999q4,1999,4,14,0
2000q1,2000,1,14,.033161689
2000q2,2000,2,14,0
2000q3,2000,3,14,0
2000q4,2000,4,14,.44768003
2001q1,2001,1,14,.61123693
2001q2,2001,2,14,.49756879
2001q3,2001,3,14,0
2001q4,2001,4,14,.12834726
2002q1,2002,1,14,.11260213
2002q2,2002,2,14,.18874985
2002q3,2002,3,14,.14655115
2002q4,2002,4,14,.16565496
2003q1,2003,1,14,.13954589
2003q2,2003,2,14,.34228909
2003q3,2003,3,14,.14767405
2003q4,2003,4,14,.16815355
2004q1,2004,1,14,.035218116
2004q2,2004,2,14,.1286132
2004q3,2004,3,14,.22779872
2004q4,2004,4,14,.064268477
2005q1,2005,1,14,.28345296
2005q2,2005,2,14,.14157492
2005q3,2005,3,14,.25944826
2005q4,2005,4,14,0
2006q1,2006,1,14,.079396211
2006q2,2006,2,14,.056695256
2006q3,2006,3,14,0
2006q4,2006,4,14,.063638441
2007q1,2007,1,14,.025122749
2007q2,2007,2,14,.085518852
2007q3,2007,3,14,.091803923
2007q4,2007,4,14,.071135066
2008q1,2008,1,14,.039827678
2008q2,2008,2,14,.10751715
2008q3,2008,3,14,.19875655
2008q4,2008,4,14,.074022144
2009q1,2009,1,14,.065118961
2009q2,2009,2,14,.088508785
2009q3,2009,3,14,.19755995
2009q4,2009,4,14,.086778842
2010q1,2010,1,14,.14116259
2010q2,2010,2,14,.10998781
2010q3,2010,3,14,.13550361
2010q4,2010,4,14,.12460124
2011q1,2011,1,14,.028718533
2011q2,2011,2,14,.077969611
2011q3,2011,3,14,.037900023
2011q4,2011,4,14,.10826957
2012q1,2012,1,14,.041479081
2012q2,2012,2,14,.13788268
2012q3,2012,3,14,.11688656
2012q4,2012,4,14,.22271028
2013q1,2013,1,14,.067128994
2013q2,2013,2,14,.12390277
2013q3,2013,3,14,.12677042
2013q4,2013,4,14,.2088809
2014q1,2014,1,14,.14228359
2014q2,2014,2,14,.16374588
2014q3,2014,3,14,.088183977
2014q4,2014,4,14,.093555689
2015q1,2015,1,14,.12062041
2015q2,2015,2,14,.048035458
2015q3,2015,3,14,.097023256
2015q4,2015,4,14,.11212768
2016q1,2016,1,14,.020186504
2016q2,2016,2,14,.13011834
2016q3,2016,3,14,.043557059
2016q4,2016,4,14,.1190167
2017q1,2017,1,14,.13486627
2017q2,2017,2,14,.037634846
2017q3,2017,3,14,.081574567
2017q4,2017,4,14,.1336371
2018q1,2018,1,14,.51113892
2018q2,2018,2,14,.24379966
2018q3,2018,3,14,.14601806
2018q4,2018,4,14,.089351274
1995q4,1995,4,15,.19060704
1996q1,1996,1,15,0
1996q2,1996,2,15,.11476883
1996q3,1996,3,15,.088906385
1996q4,1996,4,15,.17527312
1997q1,1997,1,15,.2684097
1997q2,1997,2,15,0
1997q3,1997,3,15,.3807804
1997q4,1997,4,15,.14205535
1998q1,1998,1,15,.28208396
1998q2,1998,2,15,.28639445
1998q3,1998,3,15,.11338478
1998q4,1998,4,15,0
1999q1,1999,1,15,0
1999q2,1999,2,15,.28510535
1999q3,1999,3,15,.38376597
1999q4,1999,4,15,.25780997
2000q1,2000,1,15,.3903929
2000q2,2000,2,15,.45828286
2000q3,2000,3,15,0
2000q4,2000,4,15,.23860815
2001q1,2001,1,15,.32805246
2001q2,2001,2,15,0
2001q3,2001,3,15,0
2001q4,2001,4,15,.077945225
2002q1,2002,1,15,.060511421
2002q2,2002,2,15,.13025387
2002q3,2002,3,15,.083238512
2002q4,2002,4,15,.12440182
2003q1,2003,1,15,.22958468
2003q2,2003,2,15,.1108015
2003q3,2003,3,15,.22836746
2003q4,2003,4,15,.13165711
2004q1,2004,1,15,.39109001
2004q2,2004,2,15,.15699139
2004q3,2004,3,15,.077245563
2004q4,2004,4,15,.11020146
2005q1,2005,1,15,.11516984
2005q2,2005,2,15,.26976255
2005q3,2005,3,15,.17358424
2005q4,2005,4,15,.049281195
2006q1,2006,1,15,.072003499
2006q2,2006,2,15,.23026589
2006q3,2006,3,15,.048855003
2006q4,2006,4,15,.15554854
